Date,Ticker,Oracle_Score,Decision,Sector,Value_35,Quality_30,Momentum_15,Impact_15,Sentiment_5,F_Score,DCF_Value,DCF_Upside,Graham_Value,Graham_Upside,Pledge_Pct,Holding_Change,Promoter_Adj,Price,SMA_50,SMA_200,RSI,MACD_Hist,BB_Width,Mom_1M,Alpha_6M,Vol_Ratio,DOL,DFL,Arb_Spread,Arb_Action,NSE_Price,BSE_Price,Deriv_Action,Strike,Option_Price,Delta,Leverage,ROI_Speed,Implied_Vol,Sentiment,Sent_Label,News_Count,Macro_Mult,Pre_Macro
2026-02-20,BAYERCROP.NS,0.0,REJECT,Chemicals,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0,,,,,,,,,,1.0,1.0,0.0,None,,,None,,,,0.0,0.0,,0.0,Neutral,0,1.0,0.0
2026-02-20,BATAINDIA.NS,0.0,REJECT,Consumer,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0,,,,,,,,,,1.0,1.0,0.0,None,,,None,,,,0.0,0.0,,0.0,Neutral,0,1.0,0.0
2026-02-20,TATAELXSI.NS,0.0,REJECT,Technology,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0,,,,,,,,,,1.0,1.0,0.0,None,,,None,,,,0.0,0.0,,0.0,Neutral,0,1.0,0.0
2026-02-20,TATAPOWER.NS,0.0,REJECT,Energy,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0,,,,,,,,,,1.0,1.0,0.0,None,,,None,,,,0.0,0.0,,0.0,Neutral,0,1.0,0.0
2026-02-20,NAUKRI.NS,0.0,REJECT,Consumer,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0,,,,,,,,,,1.0,1.0,0.0,None,,,None,,,,0.0,0.0,,0.0,Neutral,0,1.0,0.0
2026-02-20,BAJAJ-AUTO.NS,0.0,REJECT,Auto,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0,,,,,,,,,,1.0,1.0,0.0,None,,,None,,,,0.0,0.0,,0.0,Neutral,0,1.0,0.0
2026-02-20,TEJASNET.NS,0.0,REJECT,Telecom,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0,,,,,,,,,,1.0,1.0,0.0,None,,,None,,,,0.0,0.0,,0.0,Neutral,0,1.0,0.0
2026-02-20,DBREALTY.NS,0.0,REJECT,Consumer,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0,,,,,,,,,,1.0,1.0,0.0,None,,,None,,,,0.0,0.0,,0.0,Neutral,0,1.0,0.0
2026-02-20,JUBLFOOD.NS,0.0,REJECT,Consumer,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0,,,,,,,,,,1.0,1.0,0.0,None,,,None,,,,0.0,0.0,,0.0,Neutral,0,1.0,0.0
2026-02-20,MANYAVAR.NS,0.0,REJECT,Consumer,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0,,,,,,,,,,1.0,1.0,0.0,None,,,None,,,,0.0,0.0,,0.0,Neutral,0,1.0,0.0
2026-02-20,APLLTD.NS,0.0,REJECT,Healthcare,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0,,,,,,,,,,1.0,1.0,0.0,None,,,None,,,,0.0,0.0,,0.0,Neutral,0,1.0,0.0
2026-02-20,VMM.NS,0.0,REJECT,Consumer,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0,,,,,,,,,,1.0,1.0,0.0,None,,,None,,,,0.0,0.0,,0.0,Neutral,0,1.0,0.0
2026-02-20,VIJAYA.NS,0.0,REJECT,Healthcare,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0,,,,,,,,,,1.0,1.0,0.0,None,,,None,,,,0.0,0.0,,0.0,Neutral,0,1.0,0.0
2026-02-20,IDEA.NS,0.0,REJECT,Telecom,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0,,,,,,,,,,1.0,1.0,0.0,None,,,None,,,,0.0,0.0,,0.0,Neutral,0,1.0,0.0
2026-02-20,ABSLAMC.NS,0.0,REJECT,Financials,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0,,,,,,,,,,1.0,1.0,0.0,None,,,None,,,,0.0,0.0,,0.0,Neutral,0,1.0,0.0
2026-02-20,ABREL.NS,0.0,REJECT,Others,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0,,,,,,,,,,1.0,1.0,0.0,None,,,None,,,,0.0,0.0,,0.0,Neutral,0,1.0,0.0
2026-02-20,ABCAPITAL.NS,0.0,REJECT,Financials,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0,,,,,,,,,,1.0,1.0,0.0,None,,,None,,,,0.0,0.0,,0.0,Neutral,0,1.0,0.0
2026-02-20,ADANIPOWER.NS,0.0,REJECT,Energy,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0,,,,,,,,,,1.0,1.0,0.0,None,,,None,,,,0.0,0.0,,0.0,Neutral,0,1.0,0.0
2026-02-20,ADANIGREEN.NS,0.0,REJECT,Energy,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0,,,,,,,,,,1.0,1.0,0.0,None,,,None,,,,0.0,0.0,,0.0,Neutral,0,1.0,0.0
2026-02-20,ADANIENT.NS,0.0,REJECT,Materials,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0,,,,,,,,,,1.0,1.0,0.0,None,,,None,,,,0.0,0.0,,0.0,Neutral,0,1.0,0.0
2026-02-20,JINDALSTEL.NS,0.0,REJECT,Materials,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0,,,,,,,,,,1.0,1.0,0.0,None,,,None,,,,0.0,0.0,,0.0,Neutral,0,1.0,0.0
2026-02-20,AAVAS.NS,0.0,REJECT,Financials,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0,,,,,,,,,,1.0,1.0,0.0,None,,,None,,,,0.0,0.0,,0.0,Neutral,0,1.0,0.0
2026-02-20,JSL.NS,0.0,REJECT,Materials,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0,,,,,,,,,,1.0,1.0,0.0,None,,,None,,,,0.0,0.0,,0.0,Neutral,0,1.0,0.0
2026-02-20,AUBANK.NS,0.0,REJECT,Financials,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0,,,,,,,,,,1.0,1.0,0.0,None,,,None,,,,0.0,0.0,,0.0,Neutral,0,1.0,0.0
2026-02-20,AMBER.NS,0.0,REJECT,Consumer,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0,,,,,,,,,,1.0,1.0,0.0,None,,,None,,,,0.0,0.0,,0.0,Neutral,0,1.0,0.0
2026-02-20,ANANTRAJ.NS,0.0,REJECT,Construction,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0,,,,,,,,,,1.0,1.0,0.0,None,,,None,,,,0.0,0.0,,0.0,Neutral,0,1.0,0.0
2026-02-20,ANGELONE.NS,0.0,REJECT,Financials,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0,,,,,,,,,,1.0,1.0,0.0,None,,,None,,,,0.0,0.0,,0.0,Neutral,0,1.0,0.0
2026-02-20,TARIL.NS,0.0,REJECT,Others,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0,,,,,,,,,,1.0,1.0,0.0,None,,,None,,,,0.0,0.0,,0.0,Neutral,0,1.0,0.0
2026-02-20,THERMAX.NS,0.0,REJECT,Others,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0,,,,,,,,,,1.0,1.0,0.0,None,,,None,,,,0.0,0.0,,0.0,Neutral,0,1.0,0.0
2026-02-20,TIMKEN.NS,0.0,REJECT,Others,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0,,,,,,,,,,1.0,1.0,0.0,None,,,None,,,,0.0,0.0,,0.0,Neutral,0,1.0,0.0
2026-02-20,BLS.NS,0.0,REJECT,Consumer,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0,,,,,,,,,,1.0,1.0,0.0,None,,,None,,,,0.0,0.0,,0.0,Neutral,0,1.0,0.0
2026-02-20,BASF.NS,0.0,REJECT,Chemicals,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0,,,,,,,,,,1.0,1.0,0.0,None,,,None,,,,0.0,0.0,,0.0,Neutral,0,1.0,0.0
2026-02-20,JYOTHYLAB.NS,0.0,REJECT,Consumer,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0,,,,,,,,,,1.0,1.0,0.0,None,,,None,,,,0.0,0.0,,0.0,Neutral,0,1.0,0.0
2026-02-20,AXISBANK.NS,0.0,REJECT,Financials,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0,,,,,,,,,,1.0,1.0,0.0,None,,,None,,,,0.0,0.0,,0.0,Neutral,0,1.0,0.0
2026-02-20,JWL.NS,0.0,REJECT,Others,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0,,,,,,,,,,1.0,1.0,0.0,None,,,None,,,,0.0,0.0,,0.0,Neutral,0,1.0,0.0
2026-02-20,ASTRAZEN.NS,0.0,REJECT,Healthcare,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0,,,,,,,,,,1.0,1.0,0.0,None,,,None,,,,0.0,0.0,,0.0,Neutral,0,1.0,0.0
2026-02-20,APTUS.NS,0.0,REJECT,Financials,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0,,,,,,,,,,1.0,1.0,0.0,None,,,None,,,,0.0,0.0,,0.0,Neutral,0,1.0,0.0
2026-02-20,FIRSTCRY.NS,0.0,REJECT,Consumer,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0,,,,,,,,,,1.0,1.0,0.0,None,,,None,,,,0.0,0.0,,0.0,Neutral,0,1.0,0.0
2026-02-20,JSWENERGY.NS,0.0,REJECT,Energy,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0,,,,,,,,,,1.0,1.0,0.0,None,,,None,,,,0.0,0.0,,0.0,Neutral,0,1.0,0.0
2026-02-20,UNOMINDA.NS,0.0,REJECT,Auto,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0,,,,,,,,,,1.0,1.0,0.0,None,,,None,,,,0.0,0.0,,0.0,Neutral,0,1.0,0.0
2026-02-20,UTIAMC.NS,0.0,REJECT,Financials,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0,,,,,,,,,,1.0,1.0,0.0,None,,,None,,,,0.0,0.0,,0.0,Neutral,0,1.0,0.0
2026-02-20,ULTRACEMCO.NS,0.0,REJECT,Construction,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0,,,,,,,,,,1.0,1.0,0.0,None,,,None,,,,0.0,0.0,,0.0,Neutral,0,1.0,0.0
2026-02-20,JUBLINGREA.NS,0.0,REJECT,Chemicals,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0,,,,,,,,,,1.0,1.0,0.0,None,,,None,,,,0.0,0.0,,0.0,Neutral,0,1.0,0.0
2026-02-20,ASHOKLEY.NS,0.0,REJECT,Others,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0,,,,,,,,,,1.0,1.0,0.0,None,,,None,,,,0.0,0.0,,0.0,Neutral,0,1.0,0.0
2026-02-20,BRIGADE.NS,0.0,REJECT,Construction,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0,,,,,,,,,,1.0,1.0,0.0,None,,,None,,,,0.0,0.0,,0.0,Neutral,0,1.0,0.0
2026-02-20,SJVN.NS,0.0,REJECT,Energy,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0,,,,,,,,,,1.0,1.0,0.0,None,,,None,,,,0.0,0.0,,0.0,Neutral,0,1.0,0.0
2026-02-20,MAPMYINDIA.NS,0.0,REJECT,Technology,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0,,,,,,,,,,1.0,1.0,0.0,None,,,None,,,,0.0,0.0,,0.0,Neutral,0,1.0,0.0
2026-02-20,CRISIL.NS,0.0,REJECT,Financials,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0,,,,,,,,,,1.0,1.0,0.0,None,,,None,,,,0.0,0.0,,0.0,Neutral,0,1.0,0.0
2026-02-20,HAPPSTMNDS.NS,0.0,REJECT,Technology,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0,,,,,,,,,,1.0,1.0,0.0,None,,,None,,,,0.0,0.0,,0.0,Neutral,0,1.0,0.0
2026-02-20,NMDC.NS,0.0,REJECT,Materials,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0,,,,,,,,,,1.0,1.0,0.0,None,,,None,,,,0.0,0.0,,0.0,Neutral,0,1.0,0.0
2026-02-20,NSLNISP.NS,0.0,REJECT,Materials,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0,,,,,,,,,,1.0,1.0,0.0,None,,,None,,,,0.0,0.0,,0.0,Neutral,0,1.0,0.0
2026-02-20,HDFCLIFE.NS,0.0,REJECT,Financials,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0,,,,,,,,,,1.0,1.0,0.0,None,,,None,,,,0.0,0.0,,0.0,Neutral,0,1.0,0.0
2026-02-20,KOTAKBANK.NS,0.0,REJECT,Financials,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0,,,,,,,,,,1.0,1.0,0.0,None,,,None,,,,0.0,0.0,,0.0,Neutral,0,1.0,0.0
2026-02-20,KIRLOSENG.NS,0.0,REJECT,Others,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0,,,,,,,,,,1.0,1.0,0.0,None,,,None,,,,0.0,0.0,,0.0,Neutral,0,1.0,0.0
2026-02-20,HDFCAMC.NS,0.0,REJECT,Financials,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0,,,,,,,,,,1.0,1.0,0.0,None,,,None,,,,0.0,0.0,,0.0,Neutral,0,1.0,0.0
2026-02-20,GRAPHITE.NS,0.0,REJECT,Others,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0,,,,,,,,,,1.0,1.0,0.0,None,,,None,,,,0.0,0.0,,0.0,Neutral,0,1.0,0.0
2026-02-20,GRANULES.NS,0.0,REJECT,Healthcare,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0,,,,,,,,,,1.0,1.0,0.0,None,,,None,,,,0.0,0.0,,0.0,Neutral,0,1.0,0.0
2026-02-20,GODREJIND.NS,0.0,REJECT,Others,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0,,,,,,,,,,1.0,1.0,0.0,None,,,None,,,,0.0,0.0,,0.0,Neutral,0,1.0,0.0
2026-02-20,NUVAMA.NS,0.0,REJECT,Financials,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0,,,,,,,,,,1.0,1.0,0.0,None,,,None,,,,0.0,0.0,,0.0,Neutral,0,1.0,0.0
2026-02-20,GODREJCP.NS,0.0,REJECT,Consumer,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0,,,,,,,,,,1.0,1.0,0.0,None,,,None,,,,0.0,0.0,,0.0,Neutral,0,1.0,0.0
2026-02-20,OLECTRA.NS,0.0,REJECT,Auto,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0,,,,,,,,,,1.0,1.0,0.0,None,,,None,,,,0.0,0.0,,0.0,Neutral,0,1.0,0.0
2026-02-20,PAYTM.NS,0.0,REJECT,Financials,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0,,,,,,,,,,1.0,1.0,0.0,None,,,None,,,,0.0,0.0,,0.0,Neutral,0,1.0,0.0
2026-02-20,KFINTECH.NS,0.0,REJECT,Financials,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0,,,,,,,,,,1.0,1.0,0.0,None,,,None,,,,0.0,0.0,,0.0,Neutral,0,1.0,0.0
2026-02-20,GMRAIRPORT.NS,0.0,REJECT,Others,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0,,,,,,,,,,1.0,1.0,0.0,None,,,None,,,,0.0,0.0,,0.0,Neutral,0,1.0,0.0
2026-02-20,PNBHOUSING.NS,0.0,REJECT,Financials,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0,,,,,,,,,,1.0,1.0,0.0,None,,,None,,,,0.0,0.0,,0.0,Neutral,0,1.0,0.0
2026-02-20,HEROMOTOCO.NS,0.0,REJECT,Auto,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0,,,,,,,,,,1.0,1.0,0.0,None,,,None,,,,0.0,0.0,,0.0,Neutral,0,1.0,0.0
2026-02-20,MUTHOOTFIN.NS,0.0,REJECT,Financials,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0,,,,,,,,,,1.0,1.0,0.0,None,,,None,,,,0.0,0.0,,0.0,Neutral,0,1.0,0.0
2026-02-20,HONASA.NS,0.0,REJECT,Consumer,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0,,,,,,,,,,1.0,1.0,0.0,None,,,None,,,,0.0,0.0,,0.0,Neutral,0,1.0,0.0
2026-02-20,M&MFIN.NS,0.0,REJECT,Financials,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0,,,,,,,,,,1.0,1.0,0.0,None,,,None,,,,0.0,0.0,,0.0,Neutral,0,1.0,0.0
2026-02-20,KIMS.NS,0.0,REJECT,Healthcare,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0,,,,,,,,,,1.0,1.0,0.0,None,,,None,,,,0.0,0.0,,0.0,Neutral,0,1.0,0.0
2026-02-20,INDUSINDBK.NS,0.0,REJECT,Financials,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0,,,,,,,,,,1.0,1.0,0.0,None,,,None,,,,0.0,0.0,,0.0,Neutral,0,1.0,0.0
2026-02-20,IEX.NS,0.0,REJECT,Financials,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0,,,,,,,,,,1.0,1.0,0.0,None,,,None,,,,0.0,0.0,,0.0,Neutral,0,1.0,0.0
2026-02-20,LTTS.NS,0.0,REJECT,Technology,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0,,,,,,,,,,1.0,1.0,0.0,None,,,None,,,,0.0,0.0,,0.0,Neutral,0,1.0,0.0
2026-02-20,LLOYDSME.NS,0.0,REJECT,Materials,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0,,,,,,,,,,1.0,1.0,0.0,None,,,None,,,,0.0,0.0,,0.0,Neutral,0,1.0,0.0
2026-02-20,LTF.NS,0.0,REJECT,Financials,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0,,,,,,,,,,1.0,1.0,0.0,None,,,None,,,,0.0,0.0,,0.0,Neutral,0,1.0,0.0
2026-02-20,MGL.NS,0.0,REJECT,Energy,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0,,,,,,,,,,1.0,1.0,0.0,None,,,None,,,,0.0,0.0,,0.0,Neutral,0,1.0,0.0
2026-02-20,ITI.NS,0.0,REJECT,Telecom,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0,,,,,,,,,,1.0,1.0,0.0,None,,,None,,,,0.0,0.0,,0.0,Neutral,0,1.0,0.0
2026-02-20,HUDCO.NS,0.0,REJECT,Financials,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0,,,,,,,,,,1.0,1.0,0.0,None,,,None,,,,0.0,0.0,,0.0,Neutral,0,1.0,0.0
2026-02-20,MANKIND.NS,0.0,REJECT,Healthcare,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0,,,,,,,,,,1.0,1.0,0.0,None,,,None,,,,0.0,0.0,,0.0,Neutral,0,1.0,0.0
2026-02-20,IRCON.NS,0.0,REJECT,Construction,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0,,,,,,,,,,1.0,1.0,0.0,None,,,None,,,,0.0,0.0,,0.0,Neutral,0,1.0,0.0
2026-02-20,IFCI.NS,0.0,REJECT,Financials,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0,,,,,,,,,,1.0,1.0,0.0,None,,,None,,,,0.0,0.0,,0.0,Neutral,0,1.0,0.0
2026-02-20,MAXHEALTH.NS,0.0,REJECT,Healthcare,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0,,,,,,,,,,1.0,1.0,0.0,None,,,None,,,,0.0,0.0,,0.0,Neutral,0,1.0,0.0
2026-02-20,METROPOLIS.NS,0.0,REJECT,Healthcare,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0,,,,,,,,,,1.0,1.0,0.0,None,,,None,,,,0.0,0.0,,0.0,Neutral,0,1.0,0.0
2026-02-20,MINDACORP.NS,0.0,REJECT,Auto,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0,,,,,,,,,,1.0,1.0,0.0,None,,,None,,,,0.0,0.0,,0.0,Neutral,0,1.0,0.0
2026-02-20,MOTILALOFS.NS,0.0,REJECT,Financials,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0,,,,,,,,,,1.0,1.0,0.0,None,,,None,,,,0.0,0.0,,0.0,Neutral,0,1.0,0.0
2026-02-20,PIIND.NS,0.0,REJECT,Chemicals,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0,,,,,,,,,,1.0,1.0,0.0,None,,,None,,,,0.0,0.0,,0.0,Neutral,0,1.0,0.0
2026-02-20,FIVESTAR.NS,0.0,REJECT,Financials,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0,,,,,,,,,,1.0,1.0,0.0,None,,,None,,,,0.0,0.0,,0.0,Neutral,0,1.0,0.0
2026-02-20,PAGEIND.NS,0.0,REJECT,Textiles,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0,,,,,,,,,,1.0,1.0,0.0,None,,,None,,,,0.0,0.0,,0.0,Neutral,0,1.0,0.0
2026-02-20,CLEAN.NS,0.0,REJECT,Chemicals,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0,,,,,,,,,,1.0,1.0,0.0,None,,,None,,,,0.0,0.0,,0.0,Neutral,0,1.0,0.0
2026-02-20,SBILIFE.NS,0.0,REJECT,Financials,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0,,,,,,,,,,1.0,1.0,0.0,None,,,None,,,,0.0,0.0,,0.0,Neutral,0,1.0,0.0
2026-02-20,LATENTVIEW.NS,0.0,REJECT,Technology,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0,,,,,,,,,,1.0,1.0,0.0,None,,,None,,,,0.0,0.0,,0.0,Neutral,0,1.0,0.0
2026-02-20,CONCORDBIO.NS,0.0,REJECT,Healthcare,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0,,,,,,,,,,1.0,1.0,0.0,None,,,None,,,,0.0,0.0,,0.0,Neutral,0,1.0,0.0
2026-02-20,CAMS.NS,0.0,REJECT,Financials,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0,,,,,,,,,,1.0,1.0,0.0,None,,,None,,,,0.0,0.0,,0.0,Neutral,0,1.0,0.0
2026-02-20,COHANCE.NS,0.0,REJECT,Healthcare,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0,,,,,,,,,,1.0,1.0,0.0,None,,,None,,,,0.0,0.0,,0.0,Neutral,0,1.0,0.0
2026-02-20,COALINDIA.NS,0.0,REJECT,Energy,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0,,,,,,,,,,1.0,1.0,0.0,None,,,None,,,,0.0,0.0,,0.0,Neutral,0,1.0,0.0
2026-02-20,SAPPHIRE.NS,0.0,REJECT,Consumer,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0,,,,,,,,,,1.0,1.0,0.0,None,,,None,,,,0.0,0.0,,0.0,Neutral,0,1.0,0.0
2026-02-20,CIPLA.NS,0.0,REJECT,Healthcare,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0,,,,,,,,,,1.0,1.0,0.0,None,,,None,,,,0.0,0.0,,0.0,Neutral,0,1.0,0.0
2026-02-20,KALYANKJIL.NS,0.0,REJECT,Consumer,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0,,,,,,,,,,1.0,1.0,0.0,None,,,None,,,,0.0,0.0,,0.0,Neutral,0,1.0,0.0
2026-02-20,SARDAEN.NS,0.0,REJECT,Materials,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0,,,,,,,,,,1.0,1.0,0.0,None,,,None,,,,0.0,0.0,,0.0,Neutral,0,1.0,0.0
2026-02-20,CHOLAFIN.NS,0.0,REJECT,Financials,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0,,,,,,,,,,1.0,1.0,0.0,None,,,None,,,,0.0,0.0,,0.0,Neutral,0,1.0,0.0
2026-02-20,CENTURYPLY.NS,0.0,REJECT,Consumer,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0,,,,,,,,,,1.0,1.0,0.0,None,,,None,,,,0.0,0.0,,0.0,Neutral,0,1.0,0.0
2026-02-20,SHRIRAMFIN.NS,0.0,REJECT,Financials,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0,,,,,,,,,,1.0,1.0,0.0,None,,,None,,,,0.0,0.0,,0.0,Neutral,0,1.0,0.0
2026-02-20,SHYAMMETL.NS,0.0,REJECT,Others,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0,,,,,,,,,,1.0,1.0,0.0,None,,,None,,,,0.0,0.0,,0.0,Neutral,0,1.0,0.0
2026-02-20,CAPLIPOINT.NS,0.0,REJECT,Healthcare,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0,,,,,,,,,,1.0,1.0,0.0,None,,,None,,,,0.0,0.0,,0.0,Neutral,0,1.0,0.0
2026-02-20,CAMPUS.NS,0.0,REJECT,Consumer,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0,,,,,,,,,,1.0,1.0,0.0,None,,,None,,,,0.0,0.0,,0.0,Neutral,0,1.0,0.0
2026-02-20,KAJARIACER.NS,0.0,REJECT,Consumer,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0,,,,,,,,,,1.0,1.0,0.0,None,,,None,,,,0.0,0.0,,0.0,Neutral,0,1.0,0.0
2026-02-20,DEEPAKNTR.NS,0.0,REJECT,Chemicals,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0,,,,,,,,,,1.0,1.0,0.0,None,,,None,,,,0.0,0.0,,0.0,Neutral,0,1.0,0.0
2026-02-20,PATANJALI.NS,0.0,REJECT,Consumer,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0,,,,,,,,,,1.0,1.0,0.0,None,,,None,,,,0.0,0.0,,0.0,Neutral,0,1.0,0.0
2026-02-20,EXIDEIND.NS,0.0,REJECT,Auto,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0,,,,,,,,,,1.0,1.0,0.0,None,,,None,,,,0.0,0.0,,0.0,Neutral,0,1.0,0.0
2026-02-20,FSL.NS,0.0,REJECT,Others,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,0,,,,,,,,,,1.0,1.0,0.0,None,,,None,,,,0.0,0.0,,0.0,Neutral,0,1.0,0.0
